sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
RD/3346/12,mmol/L,1320515,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/4492/21,g/L,16329,,0.00,APPROVED,EQUAL,vvcb,1722945022518,8636,gram per liter,Unit,MAPS_TO,,vvcb,1722945010448,
RD/4137/35,mU/L,92,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/4118/49,10*9/l,556,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4958/27,mmol/L,312026,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/5060/28,mmol/L,828015,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/4143/35,mU/L,67,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/1970/5,mmol/L,35963,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/1858/21,g/L,6157,,0.00,APPROVED,EQUAL,vvcb,1722945022518,8636,gram per liter,Unit,MAPS_TO,,vvcb,1722945010448,
RD/3921/44,mmol/L,241781,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/1883/6,IU/L,171104,,0.02,APPROVED,EQUAL,vvcb,1722945084488,8923,international unit per liter,Unit,MAPS_TO,,vvcb,1722945075300,
RD/4135/35,mU/L,60,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/1937/5,ug/L,17057,,0.00,APPROVED,EQUAL,vvcb,1722946064387,8748,microgram per liter,Unit,MAPS_TO,,vvcb,1722946058031,
RD/1817/21,mmol/L,140885,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/3881/6,cells/ul,11729,,0.43,APPROVED,EQUAL,vvcb,1722944935193,8784,cells per microliter,Unit,MAPS_TO,,vvcb,1722944931143,
RD/4136/35,mU/L,47,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/1898/9,umol/L,457334,,0.30,APPROVED,EQUAL,vvcb,1722945971142,8749,micromole per liter,Unit,MAPS_TO,,vvcb,1722945962358,
RD/3318/7,mmol/L,114318,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/1968/18,10*9/l,9490903,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4138/35,mU/L,10,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/4011/7,mmol/L,108273,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/1873/6,ug/L,12237,,0.00,APPROVED,EQUAL,vvcb,1722946064387,8748,microgram per liter,Unit,MAPS_TO,,vvcb,1722946058031,
RD/3338/18,10*9/l,45728,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4146/35,mU/L,9,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/3337/18,10*9/l,4642,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4662/6,ug/L,9109,,0.00,APPROVED,EQUAL,vvcb,1722946064387,8748,microgram per liter,Unit,MAPS_TO,,vvcb,1722946058031,
RD/3344/5,mmol/L,106937,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/4152/35,mU/L,9,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/4992/18,10*9/l,18172,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4899/7,Titre Units,56854,,0.48,APPROVED,EQUAL,vvcb,1722946170963,8525,titer,Unit,MAPS_TO,,vvcb,1722946167214,
RD/6193/26,mmol/L,1793,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/4145/35,mU/L,1,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/3997/21,mmol/L,295,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/4118/18,10*9/l,11441,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/2442/7,Titre Units,6764,,0.48,APPROVED,EQUAL,vvcb,1722946170963,8525,titer,Unit,MAPS_TO,,vvcb,1722946167214,
RD/4960/5,mU/L,626,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/2279/5,umol/L,20379,,0.30,APPROVED,EQUAL,vvcb,1722945971142,8749,micromole per liter,Unit,MAPS_TO,,vvcb,1722945962358,
RD/4899/13,IU/ml,56906,,0.03,APPROVED,EQUAL,vvcb,1722945108741,8985,international unit per milliliter,Unit,MAPS_TO,,vvcb,1722945101972,
RD/4686/18,10*9/l,6995,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4142/35,mU/L,151,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/4992/9,10*9/l,6995,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/2442/11,IU/ml,20947,,0.03,APPROVED,EQUAL,vvcb,1722945108741,8985,international unit per milliliter,Unit,MAPS_TO,,vvcb,1722945101972,
RD/3892/5,%,1,,0.00,APPROVED,EQUAL,vvcb,1722944779909,8554,percent,Unit,MAPS_TO,,vvcb,1722944766299,
RD/4134/35,mU/L,130,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/4118/9,10*9/l,591,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/3879/5,%,1,,0.00,APPROVED,EQUAL,vvcb,1722944779909,8554,percent,Unit,MAPS_TO,,vvcb,1722944766299,
RD/4127/5,mU/L,93,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/4126/23,ml/min/1.73sqm,5140478,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943920946,
RD/4686/9,10*9/l,272,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/3879/6,cells/ul,62,,0.43,APPROVED,EQUAL,vvcb,1722944935193,8784,cells per microliter,Unit,MAPS_TO,,vvcb,1722944931143,
RD/4705/35,mU/L,89,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/1817/26,ml/min/1.73sqm,1016283,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943921525,
RD/1961/5,secs,429,,0.37,APPROVED,EQUAL,vvcb,1722945883538,8555,second,Unit,MAPS_TO,,vvcb,1722945880190,
RD/3892/6,cells/ul,47,,0.43,APPROVED,EQUAL,vvcb,1722944935193,8784,cells per microliter,Unit,MAPS_TO,,vvcb,1722944931143,
RD/4128/5,mU/L,81,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/4871/2,pmol/punch/hr,96,,0.14,UNCHECKED,UNREVIEWED,,0,9584,mole,Unit,MAPS_TO,,<auto>,1722943921603,
RD/4008/6,cells/ul,1,,0.43,APPROVED,EQUAL,vvcb,1722944935193,8784,cells per microliter,Unit,MAPS_TO,,vvcb,1722944931143,
RD/4099/43,ml/min/1.73sqm,881202,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943921634,
RD/1818/5,mU/L,77,,0.03,APPROVED,EQUAL,vvcb,1722945654354,44777578,milliunit per liter,Unit,MAPS_TO,,vvcb,1722945623310,
RD/1976/5,mmol/L,487915,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/3649/26,mg/l,4208,,0.00,APPROVED,EQUAL,vvcb,1722945321817,8751,milligram per liter,Unit,MAPS_TO,,vvcb,1722945315912,
RD/4151/47,ml/min/1.73sqm,451993,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943921743,
RD/4628/37,umol/mmol creat,501,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/4083/27,umol/L,245,,0.30,APPROVED,EQUAL,vvcb,1722945971142,8749,micromole per liter,Unit,MAPS_TO,,vvcb,1722945962358,
RD/4957/5,ug/l,8879,,0.00,APPROVED,EQUAL,vvcb,1722946064387,8748,microgram per liter,Unit,MAPS_TO,,vvcb,1722946058031,
RD/4083/29,umol/L,245,,0.30,APPROVED,EQUAL,vvcb,1722945971142,8749,micromole per liter,Unit,MAPS_TO,,vvcb,1722945962358,
RD/1968/11,pg,9520758,,0.00,APPROVED,EQUAL,vvcb,1722945770198,8564,picogram,Unit,MAPS_TO,,vvcb,1722945765807,
RD/4628/17,umol/mmol creat,520,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3921/47,ml/min/1.73sqm,226059,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943921900,
RD/4083/31,umol/L,246,,0.30,APPROVED,EQUAL,vvcb,1722945971142,8749,micromole per liter,Unit,MAPS_TO,,vvcb,1722945962358,
RD/3338/11,pg,50359,,0.00,APPROVED,EQUAL,vvcb,1722945770198,8564,picogram,Unit,MAPS_TO,,vvcb,1722945765807,
RD/4083/33,umol/L,246,,0.30,APPROVED,EQUAL,vvcb,1722945971142,8749,micromole per liter,Unit,MAPS_TO,,vvcb,1722945962358,
RD/4101/45,ml/min/1.73sqm,23456,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943922009,
RD/4628/15,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3319/11,pg,29805,,0.00,APPROVED,EQUAL,vvcb,1722945770198,8564,picogram,Unit,MAPS_TO,,vvcb,1722945765807,
RD/3318/14,ml/min/1.73sqm,2505,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943922181,
RD/1922/6,mg/L,3064112,,0.00,APPROVED,EQUAL,vvcb,1722945321817,8751,milligram per liter,Unit,MAPS_TO,,vvcb,1722945315912,
RD/4628/31,umol/mmol creat,1778,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3337/11,pg,5509,,0.00,APPROVED,EQUAL,vvcb,1722945770198,8564,picogram,Unit,MAPS_TO,,vvcb,1722945765807,
RD/4628/7,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3348/23,mg/L,18201,,0.00,APPROVED,EQUAL,vvcb,1722945321817,8751,milligram per liter,Unit,MAPS_TO,,vvcb,1722945315912,
RD/1968/48,g/l,66209,,0.00,APPROVED,EQUAL,vvcb,1722945022518,8636,gram per liter,Unit,MAPS_TO,,vvcb,1722945010448,
RD/3856/23,ml/min/1.73sqm,158,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943922869,
RD/3348/5,mg/L,9061,,0.00,APPROVED,EQUAL,vvcb,1722945321817,8751,milligram per liter,Unit,MAPS_TO,,vvcb,1722945315912,
RD/4628/4,umol/mmol creat,1778,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3338/49,g/l,2804,,0.00,APPROVED,EQUAL,vvcb,1722945022518,8636,gram per liter,Unit,MAPS_TO,,vvcb,1722945010448,
RD/4679/23,ml/min/1.73sqm,157,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943922947,
RD/4628/16,umol/mmol creat,1778,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/1846/5,umol/L,914,,0.30,APPROVED,EQUAL,vvcb,1722945971142,8749,micromole per liter,Unit,MAPS_TO,,vvcb,1722945962358,
RD/1968/10,fl,9516436,,0.14,APPROVED,EQUAL,vvcb,1722944976014,8583,femtoliter,Unit,MAPS_TO,,vvcb,1722944972437,
RD/4678/43,ml/min/1.73sqm,124,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943923040,
RD/1846/6,umol/L,903,,0.30,APPROVED,EQUAL,vvcb,1722945971142,8749,micromole per liter,Unit,MAPS_TO,,vvcb,1722945962358,
RD/3338/10,fl,50361,,0.14,APPROVED,EQUAL,vvcb,1722944976014,8583,femtoliter,Unit,MAPS_TO,,vvcb,1722944972437,
RD/1846/7,umol/L,904,,0.30,APPROVED,EQUAL,vvcb,1722945971142,8749,micromole per liter,Unit,MAPS_TO,,vvcb,1722945962358,
RD/4681/26,ml/min/1.73sqm,62,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943923150,
RD/3319/10,fl,29804,,0.14,APPROVED,EQUAL,vvcb,1722944976014,8583,femtoliter,Unit,MAPS_TO,,vvcb,1722944972437,
RD/4628/19,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/1907/6,g/L,77441,,0.00,APPROVED,EQUAL,vvcb,1722945022518,8636,gram per liter,Unit,MAPS_TO,,vvcb,1722945010448,
RD/3337/10,fl,5509,,0.14,APPROVED,EQUAL,vvcb,1722944976014,8583,femtoliter,Unit,MAPS_TO,,vvcb,1722944972437,
RD/4628/13,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3693/6,g/L,1609,,0.00,APPROVED,EQUAL,vvcb,1722945022518,8636,gram per liter,Unit,MAPS_TO,,vvcb,1722945010448,
RD/4992/8,10*9/l,7500,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4677/47,ml/min/1.73sqm,49,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943923337,
RD/3692/6,g/L,1299,,0.00,APPROVED,EQUAL,vvcb,1722945022518,8636,gram per liter,Unit,MAPS_TO,,vvcb,1722945010448,
RD/4011/14,ml/min/1.73sqm,4,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943923431,
RD/1907/7,g/L,77423,,0.00,APPROVED,EQUAL,vvcb,1722945022518,8636,gram per liter,Unit,MAPS_TO,,vvcb,1722945010448,
RD/4628/14,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3666/10,mg/mmol creat,55778,,0.29,APPROVED,EQUAL,vvcb,1722945344914,9075,milligram per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945341475,
RD/4676/45,ml/min/1.73sqm,3,,0.21,APPROVED,EQUAL,vvcb,1722945406543,720870,milliliter per minute per 1.73 square meter,Unit,MAPS_TO,,<auto>,1722943923962,
RD/4628/29,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3692/7,g/L,1300,,0.00,APPROVED,EQUAL,vvcb,1722945022518,8636,gram per liter,Unit,MAPS_TO,,vvcb,1722945010448,
RD/3666/6,mg/L,55984,,0.00,APPROVED,EQUAL,vvcb,1722945321817,8751,milligram per liter,Unit,MAPS_TO,,vvcb,1722945315912,
RD/5060/32,mmol/L,805999,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/4572/27,Ratio,85763,,1.00,APPROVED,EQUAL,vvcb,1722945864465,8523,ratio,Unit,MAPS_TO,,<auto>,1722943924040,
RD/4628/26,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/1968/19,10*9/l,9491486,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/2306/5,kU/L,95384,,0.09,APPROVED,EQUAL,vvcb,1722945223708,8810,kilounit per liter,Unit,MAPS_TO,,vvcb,1722945214442,
RD/3704/25,Ratio,27588,,1.00,APPROVED,EQUAL,vvcb,1722945864465,8523,ratio,Unit,MAPS_TO,,<auto>,1722943924118,
RD/4628/40,umol/mmol creat,241,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/2307/5,kU/L,599,,0.09,APPROVED,EQUAL,vvcb,1722945223708,8810,kilounit per liter,Unit,MAPS_TO,,vvcb,1722945214442,
RD/1968/21,10*9/l,9483762,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4628/21,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3366/5,kU/L,18704,,0.09,APPROVED,EQUAL,vvcb,1722945223708,8810,kilounit per liter,Unit,MAPS_TO,,vvcb,1722945214442,
RD/3338/21,10*9/l,47147,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/3338/19,10*9/l,46208,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4628/22,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/2327/5,g/L,6994,,0.00,APPROVED,EQUAL,vvcb,1722945022518,8636,gram per liter,Unit,MAPS_TO,,vvcb,1722945010448,
RD/3337/19,10*9/l,4765,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/3337/21,10*9/l,4913,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4628/28,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3876/8,mmol/L,9587,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/4992/21,10*9/l,17456,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4992/19,10*9/l,18010,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4628/20,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/1813/6,mg/L,3580,,0.00,APPROVED,EQUAL,vvcb,1722945321817,8751,milligram per liter,Unit,MAPS_TO,,vvcb,1722945315912,
RD/4118/21,10*9/l,4026,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4118/19,10*9/l,10364,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4628/27,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3597/11,%,865,,0.00,APPROVED,EQUAL,vvcb,1722944779909,8554,percent,Unit,MAPS_TO,,vvcb,1722944766299,
RD/4686/21,10*9/l,3520,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4992/14,10*9/l,8309,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4628/25,umol/mmol creat,1779,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3597/31,%,479,,0.00,APPROVED,EQUAL,vvcb,1722944779909,8554,percent,Unit,MAPS_TO,,vvcb,1722944766299,
RD/3363/7,Titre Units,6475,,0.48,APPROVED,EQUAL,vvcb,1722946170963,8525,titer,Unit,MAPS_TO,,vvcb,1722946167214,
RD/5060/29,mmol/L,809462,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/4628/33,umol/mmol creat,1759,,0.24,APPROVED,EQUAL,vvcb,1722945992452,9073,micromole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945989295,
RD/3597/12,%,238,,0.00,APPROVED,EQUAL,vvcb,1722944779909,8554,percent,Unit,MAPS_TO,,vvcb,1722944766299,
RD/2030/5,mm/hr,1524377,,0.03,APPROVED,EQUAL,vvcb,1722945421211,8752,millimeter per hour,Unit,MAPS_TO,,vvcb,1722945420486,
RD/4007/35,umol/L,11190,,0.30,APPROVED,EQUAL,vvcb,1722945971142,8749,micromole per liter,Unit,MAPS_TO,,vvcb,1722945962358,
RD/3597/16,%,966,,0.00,APPROVED,EQUAL,vvcb,1722944779909,8554,percent,Unit,MAPS_TO,,vvcb,1722944766299,
RD/1968/20,10*9/l,9483755,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4959/5,ug/g,82780,,0.00,APPROVED,EQUAL,vvcb,1722946077857,8720,microgram per gram,Unit,MAPS_TO,,vvcb,1722946073918,
RD/1841/35,umol/L,6395,,0.30,APPROVED,EQUAL,vvcb,1722945971142,8749,micromole per liter,Unit,MAPS_TO,,vvcb,1722945962358,
RD/3338/20,10*9/l,44815,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4102/5,ug/g,4958,,0.00,APPROVED,EQUAL,vvcb,1722946077857,8720,microgram per gram,Unit,MAPS_TO,,vvcb,1722946073918,
RD/4254/6,mg/L,581522,,0.00,APPROVED,EQUAL,vvcb,1722945321817,8751,milligram per liter,Unit,MAPS_TO,,vvcb,1722945315912,
RD/4520/4,%,1657,,0.00,APPROVED,EQUAL,vvcb,1722944779909,8554,percent,Unit,MAPS_TO,,vvcb,1722944766299,
RD/3337/20,10*9/l,4500,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/5060/38,%,806759,,0.00,APPROVED,EQUAL,vvcb,1722944779909,8554,percent,Unit,MAPS_TO,,vvcb,1722944766299,
RD/5006/9,%,866,,0.00,APPROVED,EQUAL,vvcb,1722944779909,8554,percent,Unit,MAPS_TO,,vvcb,1722944766299,
RD/4992/20,10*9/l,18161,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/5004/4,%,695,,0.00,APPROVED,EQUAL,vvcb,1722944779909,8554,percent,Unit,MAPS_TO,,vvcb,1722944766299,
RD/2233/8,nmol/mmol creat,16,,0.22,APPROVED,EQUAL,vvcb,1722945749136,9063,nanomole per millimole of creatinine,Unit,MAPS_TO,,vvcb,1722945748410,
RD/4118/20,10*9/l,11570,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/2013/7,ug/ml,199966,,0.00,APPROVED,EQUAL,vvcb,1722946042614,8859,microgram per milliliter,Unit,MAPS_TO,,vvcb,1722946039544,
RD/4525/42,%,626,,0.00,APPROVED,EQUAL,vvcb,1722944779909,8554,percent,Unit,MAPS_TO,,vvcb,1722944766299,
RD/4686/20,10*9/l,6985,,0.22,APPROVED,EQUAL,vvcb,1722944909831,9444,billion per liter,Unit,MAPS_TO,,vvcb,1722944902174,
RD/4524/9,%,237,,0.00,APPROVED,EQUAL,vvcb,1722944779909,8554,percent,Unit,MAPS_TO,,vvcb,1722944766299,
RD/1875/6,ug/L,1251097,,0.00,APPROVED,EQUAL,vvcb,1722946064387,8748,microgram per liter,Unit,MAPS_TO,,vvcb,1722946058031,
RD/1843/13,mmol/L,311,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
RD/4958/25,mmol/L,312051,,0.30,APPROVED,EQUAL,vvcb,1722945547250,8753,millimole per liter,Unit,MAPS_TO,,vvcb,1722945538195,
