sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
MC/4811/40/149/9,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708617100,
RD/6661/60,kilograms,1,,0.86,APPROVED,EQUAL,vvcb,1704710511264,9529,kilogram,Unit,MAPS_TO,,<auto>,1704708617100,
RD/5244/56,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708617116,
MC/6086/20/378/14,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
AG/173/11/200/10,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6014/43/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708617116,
MC/4728/44/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708617116,
MC/4410/53/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708617116,
MC/6368/40/149/14,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708617725,
RD/5244/70,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708617772,
RD/5474/36,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6086/20/378/15,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/4728/44/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708617881,
MC/6015/43/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708617913,
MC/4410/53/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708617928,
MC/5249/66/246/22,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/6368/40/149/15,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708618491,
RD/5244/71,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708618553,
RD/5474/37,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6086/20/378/17,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/4190/47/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708618741,
MC/6015/43/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708618788,
MC/4411/49/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708618819,
RD/2418/83,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/6368/40/149/30,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708619225,
MC/525/40/114/6,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708619319,
RD/5490/15,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6086/20/378/18,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/4191/47/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708619600,
MC/6016/43/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708619631,
MC/4411/49/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708619678,
RD/6723/86,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/6368/40/149/4,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708620006,
RD/5254/37,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708620163,
RD/5490/54,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6086/20/378/2,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/4191/47/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708620538,
MC/6016/43/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708620553,
MC/4412/49/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708620600,
MC/6368/40/149/5,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708620725,
RD/2418/84,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
RD/5254/73,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708620881,
AG/609/1/506/10,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6086/20/378/20,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/4201/48/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708621288,
MC/6017/44/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708621304,
MC/4412/49/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708621397,
MC/4743/40/114/14,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708621397,
RD/5254/74,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708621569,
RD/3176/30,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
AG/609/1/506/8,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6086/20/378/21,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/4743/40/114/15,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708621991,
MC/4201/48/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708622022,
MC/6017/44/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708622053,
MC/4413/48/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708622116,
RD/5254/75,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708622225,
RD/3176/19,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
AG/805/1/178/5,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6086/20/378/23,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/4743/40/114/4,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708622709,
MC/6018/52/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708622928,
MC/4204/50/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708622928,
MC/4413/48/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708623022,
RD/5254/76,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708623022,
AG/805/2/799/5,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6037/68/246/22,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/4743/40/114/5,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708623569,
MC/6086/20/378/24,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/6018/52/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708623866,
RD/5254/77,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708623881,
MC/4204/50/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708623881,
MC/4414/48/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708623959,
AG/953/4/799/5,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/4743/40/114/9,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708624272,
AD/26/19,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/6086/20/378/26,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
RD/5254/78,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708624678,
MC/6019/49/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708624756,
MC/4208/27/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708624756,
MC/4414/48/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708624834,
MC/4744/40/194/14,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708625053,
MC/6491/23/702/5,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6086/20/378/27,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/5249/68/246/22,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
RD/5254/91,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708625475,
MC/4208/27/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708625663,
MC/6019/49/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708625663,
MC/4415/52/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708625710,
MC/4744/40/194/15,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708625850,
MC/6491/23/702/6,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6086/20/378/29,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
RD/5256/12,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708626288,
RD/5189/27,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/4210/26/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708626506,
MC/3002/44/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708626569,
MC/4415/52/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708626569,
MC/4744/40/194/30,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708626616,
MC/1224/39/410/15,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6086/20/378/3,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
RD/5256/44,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708627209,
RD/5189/26,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/4744/40/194/32,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708627617,
MC/4210/26/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708627617,
MC/3002/44/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708627679,
MC/4416/51/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708627710,
MC/1224/39/410/16,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/6086/20/378/30,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
RD/5256/45,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708628070,
MC/4744/40/194/4,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708628320,
MC/5652/2/246/22,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/4220/44/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708628413,
MC/3004/45/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708628492,
MC/4416/51/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708628507,
RD/5269/15,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
RD/5256/46,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708628835,
MC/6086/20/378/32,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/4744/40/194/5,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708629023,
MC/5646/13/246/22,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/4220/44/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708629273,
MC/3004/45/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708629304,
MC/4418/48/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708629335,
RD/5269/58,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
RD/5256/47,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708629570,
MC/6086/20/378/33,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/4744/40/194/9,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708629744,
MC/4223/27/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708630077,
MC/3005/45/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708630124,
RD/5585/87,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/4418/48/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708630139,
RD/5386/36,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
RD/5256/48,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708630311,
MC/6086/20/378/35,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/4253/40/149/14,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708630531,
MC/4223/27/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708630984,
MC/3005/45/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708631031,
MC/4419/53/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708631094,
RD/5585/86,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
RD/5386/37,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
AG/102/1/93/1,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708631141,
MC/4253/40/149/15,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708631312,
MC/6086/20/378/36,/5,1,,0.00,FLAGGED,EQUAL,vvcb,1704715384207,0,Unmapped,,MAPS_TO,,,0,
MC/4224/27/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708631875,
AG/102/2/128/3,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708631922,
MC/3006/44/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708631937,
MC/4419/53/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708631969,
RD/2418/15,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/4253/40/149/30,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708632125,
RD/6723/87,l/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
AG/1962/1/1226/38,/min,1,,0.11,APPROVED,EQUAL,vvcb,1704709946675,8541,per minute,Unit,MAPS_TO,,vvcb,1704709943628,
MC/4224/27/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708632906,
AG/102/3/137/3,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708632922,
RD/2418/54,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/4253/40/149/4,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708633078,
MC/4420/52/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708633078,
MC/3006/44/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708633078,
RD/3177/30,litres per minute,1,,0.76,APPROVED,EQUAL,vvcb,1704710566027,8698,liter per minute,Unit,MAPS_TO,,<auto>,1704708633250,
AG/1962/1/1226/21,/min,1,,0.11,APPROVED,EQUAL,vvcb,1704709947066,8541,per minute,Unit,MAPS_TO,,vvcb,1704709943628,
AG/102/5/716/3,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708634016,
MC/4253/40/149/5,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708634109,
MC/4225/27/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708634109,
AG/1900/18/1210/8,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
MC/3007/44/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708634234,
MC/4420/52/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708634250,
RD/3177/29,litres per minute,1,,0.76,APPROVED,EQUAL,vvcb,1704710566027,8698,liter per minute,Unit,MAPS_TO,,<auto>,1704708634281,
AG/1962/1/1226/16,/min,1,,0.11,APPROVED,EQUAL,vvcb,1704709947619,8541,per minute,Unit,MAPS_TO,,vvcb,1704709943628,
AD/112/1,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708634704,
MC/4253/40/149/9,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708634720,
MC/4225/27/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708634847,
RD/2541/7,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
RD/3177/24,litres per minute,1,,0.76,APPROVED,EQUAL,vvcb,1704710566027,8698,liter per minute,Unit,MAPS_TO,,<auto>,1704708634974,
MC/3007/44/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708634974,
MC/4421/44/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708634991,
RD/5649/23,/minute,1,,0.72,APPROVED,EQUAL,vvcb,1704709947972,8541,per minute,Unit,MAPS_TO,,vvcb,1704709943628,
AG/1123/1/875/6,centimeters,1,,0.88,APPROVED,EQUAL,vvcb,1704710143209,8582,centimeter,Unit,MAPS_TO,,<auto>,1704708635335,
RD/1904/12,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708635350,
RD/6654/52,mmHg,1,,0.12,APPROVED,EQUAL,vvcb,1704712826724,8876,millimeter mercury column,Unit,MAPS_TO,,vvcb,1704712814584,
