sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
MC/2944/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5739/52/116/9,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
MC/4811/40/149/4,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708703836,
MC/5837/27/25/1,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708703851,
MC/5823/44/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708703961,
AG/1614/2/1142/9,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/5954/48/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708704023,
MC/2946/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
AG/1731/1/257/14,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/5740/55/116/10,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
MC/4811/40/149/5,millimeters,1,,0.91,APPROVED,EQUAL,vvcb,1704711319384,8588,millimeter,Unit,MAPS_TO,,<auto>,1704708704398,
MC/3995/41/129/3,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708704508,
AG/1618/1/1021/10,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/5823/44/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708704648,
MC/5955/49/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708704695,
MC/2947/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
AG/1731/2/1185/14,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/5740/55/116/9,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
MC/5762/47/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708705070,
AG/253/115/759/7,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708705133,
AG/1618/1/1021/9,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/5824/49/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708705320,
MC/5955/49/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708705383,
MC/2948/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5742/52/116/10,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
AG/1731/3/1186/14,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/5763/46/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708705773,
RD/3201/4,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708705789,
AG/1619/1/1022/10,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/5824/49/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708706008,
MC/5957/53/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708706039,
MC/2950/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5742/52/116/9,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
AG/232/1/257/14,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
RD/3235/3,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708706398,
MC/5763/46/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708706414,
AG/1619/1/1022/9,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/5826/44/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708706664,
MC/2953/27/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5957/53/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708706711,
MC/5746/39/116/10,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
AG/1706/1/257/14,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
RD/3237/3,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708707023,
MC/5764/42/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708707070,
AG/1620/1/1024/11,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/538/44/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708707305,
MC/2955/36/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
AG/1359/1/943/10,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708707351,
MC/5746/39/116/9,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
AG/927/1/803/37,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
RD/3240/7,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708707617,
MC/5764/42/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708707695,
AG/1620/1/1024/9,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/538/44/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708707945,
MC/2957/27/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5748/52/116/10,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
AG/1359/1/943/7,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708707992,
RD/3242/5,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708708226,
AG/164/3/174/1,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/5766/42/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708708320,
AG/1627/1/1025/10,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/2959/27/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/539/28/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708708570,
MC/5748/52/116/9,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
AG/1362/1/143/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708708632,
RD/3244/3,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708708835,
MC/5766/42/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708708960,
AG/927/1/803/39,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
AG/1627/1/1025/9,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/5749/52/116/10,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
MC/4454/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/539/28/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708709226,
AG/1362/2/1016/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708709273,
RD/3309/12,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708709460,
AG/1628/1/1026/10,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/5767/45/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708709616,
AG/927/1/803/40,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/5725/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5749/52/116/9,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
MC/5394/43/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708709866,
AG/1364/1/141/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708709898,
MC/3056/34/72/1,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708710070,
AG/1628/1/1026/9,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/5767/45/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708710241,
AD/3/17,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/5727/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5755/48/116/10,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
MC/5394/43/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708710507,
AG/1365/1/142/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708710538,
MC/3042/27/25/1,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708710663,
AG/1628/2/1144/10,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/5768/42/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708710882,
AG/3/20/174/1,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/5728/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5755/48/116/9,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
MC/5395/43/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708711148,
AG/1367/1/950/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708711179,
MC/3043/33/72/1,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708711278,
AG/1628/2/1144/9,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/5768/42/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708711523,
MC/5729/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5756/39/116/10,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
AG/3/59/211/11,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/5395/43/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708711789,
AG/1389/6/1165/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708711820,
MC/3014/27/25/1,minutes,1,,0.91,APPROVED,EQUAL,vvcb,1704711331958,9211,minute,Unit,MAPS_TO,,<auto>,1704708711867,
AG/1379/1/988/5,ml/hour,1,,0.45,APPROVED,EQUAL,vvcb,1704711406271,44777613,milliliter per hour,Unit,MAPS_TO,,vvcb,1704711405603,
MC/5770/42/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708712148,
MC/5731/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5756/39/116/9,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
AG/1301/2/257/14,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
MC/542/44/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708712414,
AD/1448/1,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708712445,
AG/1741/1/1113/28,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
AG/1379/1/988/6,ml/hr,1,,0.04,APPROVED,EQUAL,vvcb,1704712712802,44777613,milliliter per hour,Unit,MAPS_TO,,vvcb,1704712706397,
MC/5770/42/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708712773,
MC/5732/36/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5757/36/116/10,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
MC/542/44/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708713054,
AG/1302/1/909/3,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
AG/1741/1/1113/29,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
AD/1574/1,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708713086,
AG/1379/1/988/4,ml/min,1,,0.08,APPROVED,EQUAL,vvcb,1704712761802,8795,milliliter per minute,Unit,MAPS_TO,,vvcb,1704712759041,
MC/5771/43/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708713398,
MC/5733/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5757/36/116/9,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
MC/543/43/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708713679,
AD/1779/1,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
AG/1574/2/1015/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708713726,
AD/1314/1,L/min,1,,0.09,APPROVED,EQUAL,vvcb,1704710545385,8698,liter per minute,Unit,MAPS_TO,,vvcb,1704710533083,
RD/5230/27,mls,1,,0.12,APPROVED,EQUAL,vvcb,1704715300940,8587,milliliter,Unit,MAPS_TO,,vvcb,1704715297212,
MC/5771/43/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708714039,
MC/5734/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5758/37/148/12,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
AD/173/21,Litres,1,,0.36,APPROVED,EQUAL,vvcb,1704710559761,8519,liter,Unit,MAPS_TO,,vvcb,1704710559120,
RD/1757/21,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/543/43/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708714320,
AG/1576/1/1006/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708714367,
MC/5773/42/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708714679,
MC/5735/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5760/36/116/10,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
RD/6618/12,mls,1,,0.12,APPROVED,EQUAL,vvcb,1704715300940,8587,milliliter,Unit,MAPS_TO,,vvcb,1704715297212,
RD/1796/2,Lpm,1,,0.00,FLAGGED,EQUAL,vvcb,1704723678107,0,Unmapped,,MAPS_TO,,,0,
MC/5725/51/173/7,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/544/42/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708714961,
AG/1576/1/1006/6,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708715007,
MC/5773/42/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708715320,
MC/5760/36/116/9,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
MC/5736/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
RD/5385/16,mls,1,,0.12,APPROVED,EQUAL,vvcb,1704715300940,8587,milliliter,Unit,MAPS_TO,,vvcb,1704715297212,
AG/627/1/516/5,MA,1,,0.14,APPROVED,EQUAL,vvcb,1704723703776,710220,milliampere,Unit,MAPS_TO,,vvcb,1704723699580,
MC/5738/52/173/7,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/544/42/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708715601,
AD/1580/1,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708715632,
MC/5774/44/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708715945,
MC/5737/36/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5761/39/116/10,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
RD/1427/5,MA,1,,0.14,APPROVED,EQUAL,vvcb,1704723703776,710220,milliampere,Unit,MAPS_TO,,vvcb,1704723699580,
MC/5744/52/173/7,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
RD/5391/12,mls,1,,0.12,APPROVED,EQUAL,vvcb,1704715300940,8587,milliliter,Unit,MAPS_TO,,vvcb,1704715297212,
MC/545/42/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708716242,
AD/1580/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708716257,
MC/5774/44/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708716586,
MC/5738/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5761/39/116/9,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
MC/3080/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/2933/51/173/7,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
MC/545/42/71/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708716882,
AG/1584/3/770/3,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708716898,
RD/5393/12,mls,1,,0.12,APPROVED,EQUAL,vvcb,1704715300940,8587,milliliter,Unit,MAPS_TO,,vvcb,1704715297212,
MC/5739/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
MC/5763/37/148/12,mGy,1,,0.04,APPROVED,EQUAL,vvcb,1704711234803,710255,milligray,Unit,MAPS_TO,,vvcb,1704711219645,
MC/5776/43/71/2,milliliters,1,,0.92,APPROVED,EQUAL,vvcb,1704711309742,8587,milliliter,Unit,MAPS_TO,,<auto>,1704708717226,
MC/3310/35/9/2,MBq,1,,0.07,APPROVED,EQUAL,vvcb,1704710658575,45891007,Megabecquerel,Unit,MAPS_TO,,vvcb,1704710646488,
AG/1629/1/1027/10,ml,1,,0.00,APPROVED,EQUAL,vvcb,1704711371459,8587,milliliter,Unit,MAPS_TO,,vvcb,1704711359630,
